Pe Nome Razaosocial,Pe Cpf Cnpj,Tb Pessoa Doc Certidao → Pdc Texto Pendencia,Tb Documento Certidao - Dc → Dc Titulo,Tb Solicitacao - So → So Situacao,Tb Marca Representacao - Mr → Mr Nome
MATICA ENGENHARIA LTDA,20845454000170,"DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO, documento divergente do solicitado.",DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"PCMSO, Não consta assinatura do médico responsável pelo documento.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"PGR, A ART precisa constar no PGR com duas assinaturas, do engenheiro e do responsável pela empresa.",PGR - GERAL,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO), deve ser enviado o documento solicitado.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"GFD - GUIA DO FGTS DIGITAL MENSAL, deve  ser enviado o documento solicitado.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS, deve ser enviado o comprovante bancário do pagamento dos salários dos colaboradores que prestam serviços na Zurich.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"Laudo de Periculosidade, deve ser enviado o documento solicitado.",Laudo de Periculosidade,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"Laudo de insalubridade, deve ser apresentado documento solicitado.",Laudo de insalubridade,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"Avaliação ergonômica, deve ser enviado o documento solicitado.",Avaliação ergonômica,APROVADO,
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,"PGR, Deve constar o plano de ação.
1.5.5.2.1 A organização deve elaborar plano de ação, indicando as medidas de prevenção a serem
introduzidas, aprimoradas ou mantidas, conforme o subitem 1.5.4.4.5.",PGR - GERAL,APROVADO,
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,"KIT RESCISÃO, TRCT, comprovante de pagamento das verbas rescisórias, aviso-prévio (trabalhado ou indenizado), ASO demissional (NR-07), GFD – FGTS Digital Rescisória (guia, detalhamento e comprovante), extrato do FGTS, chave de liberação do FGTS, Comunicação de Dispensa/Seguro-Desemprego (quando aplicável) e homologação sindical, quando exigida por convenção coletiva. Devidamente assinados",KIT RESCISÃO,APROVADO,
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,"DCTFWEB, Deve ser enviada a DCTFWEB completa .
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,APROVADO,02/26 - Fevereiro 2026
MATICA ENGENHARIA LTDA,20845454000170,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"PCMSO, Sem assinatura legível do médico coordenador do PCMSO.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
BROOKS AMBIENTAL LTDA,03938048000133,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,12/25 - Dezembro 2025
MATICA ENGENHARIA LTDA,20845454000170,"PGR, Sem assinaturas do responsável pelo PGR e responsável pela empresa.",PGR - GERAL,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"DCTFWEB, Deve ser o documento completo.

O documento apresentado refere-se à DCTFWeb, utilizada para apuração e confissão de débitos previdenciários e geração do DARF, não substituindo a SEFIP/GFIP, que é o instrumento específico para prestação de informações de vínculos e remunerações à Previdência Social e ao FGTS. Assim, a exigência de SEFIP não foi atendida. Base legal: Lei nº 8.212/1991; IN RFB nº 971/2009.",DCTFWEB,APROVADO,03/26 - Março 2026
BROOKS AMBIENTAL LTDA,03938048000133,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,12/25 - Dezembro 2025
LEVE ESTACIONAMENTO LTDA,34331150000108,"Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"DCTFWEB, Deve ser o documento completo.

O documento apresentado refere-se à DCTFWeb, utilizada para apuração e confissão de débitos previdenciários e geração do DARF, não substituindo a SEFIP/GFIP, que é o instrumento específico para prestação de informações de vínculos e remunerações à Previdência Social e ao FGTS. Assim, a exigência de SEFIP não foi atendida. Base legal: Lei nº 8.212/1991; IN RFB nº 971/2009.",DCTFWEB,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO, documento divergente do solicitado.",DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"PCMSO, Não consta assinatura do médico responsável pelo documento.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"PGR, A ART precisa constar no PGR com duas assinaturas, do engenheiro e do responsável pela empresa.",PGR - GERAL,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"PCMSO, Sem assinatura legível do médico coordenador do PCMSO.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO), documento incompleto.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"DCTFWEB, Deve ser o documento completo.

O documento apresentado refere-se à DCTFWeb, utilizada para apuração e confissão de débitos previdenciários e geração do DARF, não substituindo a SEFIP/GFIP, que é o instrumento específico para prestação de informações de vínculos e remunerações à Previdência Social e ao FGTS. Assim, a exigência de SEFIP não foi atendida. Base legal: Lei nº 8.212/1991; IN RFB nº 971/2009.",DCTFWEB,APROVADO,03/26 - Março 2026
BROOKS AMBIENTAL LTDA,03938048000133,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,12/25 - Dezembro 2025
BROOKS AMBIENTAL LTDA,03938048000133,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,12/25 - Dezembro 2025
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"KIT RESCISÃO - 04/26 - Abril 2026 - Reprovado por falhas e omissões: Alisson Souza e Adriana Pereira não possuem rescisão no arquivo; Suelle Brandão tem termo com registro de não comparecimento, mas com assinatura manual e CPF de terceiros; Greti Espindola apresenta divergência cadastral (assina como ""Gispereteles""). Geovani Siqueira e Alessandra Rodrigues estão corretos. O funcionário Celio Brito tem kit completo, mas está fora da lista.",KIT RESCISÃO,APROVADO,04/26 - Abril 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026.

* O Holerite (recibo de pagamento) não possui a mesma validade fiscal que a Folha de Pagamento (FOPAG). O documento consolidado exigido pela legislação fiscal e previdenciária (Art. 225 do Decreto nº 3.048/1999).",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),CANCELADO,06/26 - Junho 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS, deve ser enviado o documento solicitado.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"DCTFWEB, documento incompleto.
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,APROVADO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"DCTFWEB, documento incompleto.
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"Comprovante de Inscrição Sintegra, deve ser enviado o documento solicitado.",Comprovante de Inscrição Sintegra,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL, deve ser enviado o documento solicitado.",TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,APROVADO,
MATICA ENGENHARIA LTDA,20845454000170,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,"DCTFWEB - 01/26 - Janeiro 2026.

Guia rejeitada por inconsistência de base fiscal. 
A centralização dos tributos de 01/2026 no CNPJ principal sem a devida separação por lotação tributária/CNO da obra (Construção do Estacionamento) viola as regras de retenção previdenciária. Após a correção da CCT, será realizada nova análise.",DCTFWEB,APROVADO,01/26 - Janeiro 2026
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,  como teve rescisão precisa ter as guias do FGTS rescisório.",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,APROVADO,01/26 - Janeiro 2026
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,  como teve rescisão precisa ter as guias do FGTS rescisório.",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,APROVADO,01/26 - Janeiro 2026
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,"PCMSO, não consta a assinatura do médico coordenador do PCMSO.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,"Avaliação ergonômica, Deve ser enviado o documento solicitado.",Avaliação ergonômica,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,04/26 - Abril 2026
MATICA ENGENHARIA LTDA,20845454000170,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,04/26 - Abril 2026
MATICA ENGENHARIA LTDA,20845454000170,"DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO, documento divergente do solicitado.",DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"PCMSO, Não consta assinatura do médico responsável pelo documento.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"PGR, A ART precisa constar no PGR com duas assinaturas, do engenheiro e do responsável pela empresa.",PGR - GERAL,APROVADO,03/26 - Março 2026
MATICA ENGENHARIA LTDA,20845454000170,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,"CONVENÇÃO COLETIVA DA CATEGORIA:

A CCT do SINTAPPI-MG possui abrangência restrita a Minas Gerais. Como a empresa estende serviços a aeroportos de outros estados (como Vitória/ES e SC), ela fere o princípio da territorialidade (Art. 611 da CLT). Exige-se apresentar as CCTs das respectivas bases locais para regularizar os pisos.",CONVENÇÃO COLETIVA DA CATEGORIA GERAL,APROVADO,
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO): A auditoria e validação desses arquivos só serão realizadas após a inclusão das CCTs locais corretas (ex: Vitória/ES), permitindo o devido cruzamento das bases de cálculo e riscos locais.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,"SESMT - composição de acordo com NR 04 - 12/25 - Dezembro 2025 - Solicitamos a comprovação de constituição ou dimensionamento do SESMT. O documento é necessário para verificar o cumprimento dos parâmetros de dimensionamento da equipe de saúde e segurança, conforme as diretrizes obrigatórias estabelecidas na NR-4 do MTE",SESMT - composição de acordo com NR 04,APROVADO,12/25 - Dezembro 2025
